time	best_bid	best_ask
1623.475	15.16	15.17
1623.576	15.16	15.17
1623.676	15.16	15.17
1623.774	15.16	15.17
1623.874	15.16	15.17
1623.975	15.16	15.17
1624.074	15.16	15.17
1624.275	15.16	15.17
1624.374	15.16	15.17
1624.775	15.16	15.17
1624.876	15.16	15.17
1624.975	15.16	15.17
1625.175	15.16	15.17
1625.276	15.16	15.17
1625.375	15.16	15.17
1625.575	15.16	15.17
1625.776	15.16	15.17
1626.376	15.16	15.17
1626.576	15.16	15.17
1626.776	15.16	15.17
1627.677	15.16	15.17
1628.077	15.16	15.17
1628.577	15.16	15.17
1629.778	15.16	15.17
1629.978	15.16	15.17
1630.078	15.16	15.17
1630.177	15.16	15.17
1630.278	15.16	15.17
1630.379	15.16	15.17
1630.481	15.16	15.17
1630.578	15.16	15.17
1630.679	15.16	15.17
1630.978	15.16	15.17
1631.078	15.16	15.17
1631.181	15.16	15.17
1631.283	15.16	15.17
1631.38	15.16	15.17
1631.579	15.16	15.17
1631.679	15.16	15.17
1632.08	15.16	15.17
1632.179	15.16	15.17
1632.38	15.16	15.17
1632.48	15.16	15.17
1632.58	15.16	15.17
1632.881	15.16	15.17
1632.98	15.16	15.17
1633.08	15.16	15.17
1633.179	15.16	15.17
1633.38	15.16	15.17
1633.48	15.16	15.17
1633.58	15.16	15.17
1633.68	15.16	15.17
1633.78	15.16	15.17
1633.879	15.16	15.17
1633.98	15.16	15.17
1634.079	15.16	15.17
1634.179	15.16	15.17
1634.28	15.16	15.17
1634.48	15.16	15.17
1634.58	15.16	15.17
1634.68	15.16	15.17
1634.779	15.16	15.17
1634.881	15.16	15.17
1634.98	15.16	15.17
1635.08	15.16	15.17
1635.179	15.16	15.17
1635.281	15.16	15.17
1635.68	15.16	15.17
1635.781	15.16	15.17
1635.881	15.16	15.17
1635.982	15.16	15.17
1636.381	15.16	15.17
1636.48	15.16	15.17
1636.681	15.16	15.17
1637.682	15.16	15.17
1637.783	15.16	15.17
1637.883	15.16	15.17
1637.982	15.16	15.17
1638.083	15.16	15.17
1638.682	15.16	15.17
1638.782	15.16	15.17
1638.882	15.16	15.17
1638.983	15.16	15.17
1639.382	15.16	15.17
1639.582	15.16	15.17
1639.683	15.16	15.17
1639.784	15.16	15.17
1639.883	15.16	15.17
1639.982	15.16	15.17
1640.084	15.16	15.17
1640.184	15.16	15.17
1640.284	15.16	15.17
1640.383	15.16	15.17
1640.482	15.16	15.17
1640.683	15.16	15.17
1640.785	15.16	15.17
1640.884	15.16	15.17
1640.986	15.16	15.17
1641.084	15.16	15.17
1641.184	15.16	15.17
1641.283	15.16	15.17
1641.685	15.16	15.17
1641.784	15.16	15.17
1641.985	15.16	15.17
1642.284	15.16	15.17
1642.384	15.16	15.17
1642.483	15.16	15.17
1642.986	15.16	15.17
1643.086	15.16	15.17
1643.486	15.16	15.17
1644.384	15.16	15.17
1644.485	15.16	15.17
1644.585	15.16	15.17
1644.685	15.16	15.17
1645.387	15.16	15.17
1645.487	15.16	15.17
1645.587	15.16	15.17
1645.686	15.16	15.17
1646.585	15.16	15.17
1647.287	15.16	15.17
1647.387	15.16	15.17
1647.487	15.16	15.17
1647.788	15.16	15.17
1647.887	15.16	15.17
1647.987	15.16	15.17
1648.188	15.16	15.17
1648.287	15.16	15.17
1648.588	15.16	15.17
1648.688	15.16	15.17
1648.788	15.16	15.17
1649.188	15.16	15.17
1650.089	15.16	15.17
1650.29	15.16	15.17
1650.389	15.16	15.17
1650.587	15.16	15.17
1650.689	15.16	15.17
1650.891	15.16	15.17
1650.991	15.16	15.17
1651.091	15.16	15.17
1651.19	15.16	15.17
1651.389	15.16	15.17
1651.69	15.16	15.17
1652.39	15.17	15.18
1652.492	15.17	15.18
1652.594	15.17	15.18
1652.694	15.17	15.18
1652.79	15.17	15.18
1652.892	15.17	15.18
1653.092	15.17	15.18
1653.191	15.17	15.18
1653.291	15.17	15.18
1653.392	15.17	15.18
1653.49	15.17	15.18
1653.691	15.17	15.18
1653.891	15.17	15.18
1654.391	15.17	15.18
1654.491	15.17	15.18
1654.591	15.17	15.18
1654.69	15.17	15.18
1654.791	15.17	15.18
1654.892	15.17	15.18
1654.992	15.17	15.18
1655.691	15.17	15.18
1655.792	15.17	15.18
1655.892	15.17	15.18
1656.692	15.17	15.18
1656.791	15.17	15.18
1657.192	15.17	15.18
1657.292	15.17	15.18
1657.393	15.17	15.18
1657.493	15.17	15.18
1657.595	15.17	15.18
1657.694	15.17	15.18
1657.793	15.17	15.18
1657.893	15.17	15.18
1657.993	15.17	15.18
1658.091	15.17	15.18
1658.292	15.17	15.18
1658.393	15.17	15.18
1658.692	15.17	15.18
1658.793	15.17	15.18
1658.893	15.17	15.18
1658.994	15.17	15.18
1659.393	15.17	15.18
1659.494	15.17	15.18
1659.594	15.17	15.18
1659.693	15.17	15.18
1660.093	15.17	15.18
1660.895	15.17	15.18
1661.195	15.17	15.18
1661.695	15.17	15.18
1661.993	15.17	15.18
1662.095	15.17	15.18
1662.297	15.18	15.19
1662.394	15.18	15.19
1662.497	15.18	15.19
1662.598	15.18	15.19
1662.698	15.18	15.19
1662.798	15.18	15.19
1662.897	15.18	15.19
1662.996	15.18	15.19
1663.097	15.18	15.19
1663.696	15.18	15.19
1664.396	15.18	15.19
1664.596	15.18	15.19
1664.797	15.18	15.19
1665.196	15.18	15.19
1665.397	15.18	15.19
1665.497	15.18	15.19
1665.596	15.18	15.19
1665.697	15.18	15.19
1666.095	15.18	15.19
1667.199	15.18	15.19
1667.3	15.18	15.19
1667.401	15.18	15.19
1667.497	15.18	15.19
1667.601	15.18	15.19
1667.698	15.18	15.19
1667.901	15.18	15.19
1667.998	15.18	15.19
1668.1	15.18	15.19
1668.197	15.18	15.19
1668.398	15.18	15.19
1668.499	15.18	15.19
1668.598	15.18	15.19
1668.699	15.18	15.19
1668.799	15.18	15.19
1668.9	15.19	15.2
1668.998	15.19	15.2
1669.099	15.19	15.2
1669.198	15.19	15.2
1669.298	15.19	15.2
1669.4	15.18	15.19
1669.501	15.18	15.19
1669.599	15.18	15.19
1669.699	15.18	15.19
1669.799	15.18	15.19
1669.9	15.18	15.19
1670.0	15.18	15.19
1670.098	15.18	15.19
1670.399	15.18	15.19
1670.499	15.18	15.19
1670.599	15.18	15.19
1670.699	15.18	15.19
1670.8	15.18	15.19
1670.9	15.18	15.19
1671.004	15.18	15.19
1671.101	15.18	15.19
1671.201	15.18	15.19
1671.301	15.18	15.19
1671.398	15.18	15.19
1671.499	15.18	15.19
1671.599	15.18	15.19
1671.699	15.18	15.19
1671.8	15.18	15.19
1672.101	15.18	15.19
1672.2	15.18	15.19
1672.3	15.18	15.19
1672.4	15.18	15.19
1672.5	15.18	15.19
1672.801	15.18	15.19
1672.9	15.18	15.19
1673.0	15.18	15.19
1673.1	15.18	15.19
1673.199	15.18	15.19
1673.3	15.18	15.19
1673.599	15.18	15.19
1673.8	15.18	15.19
1674.001	15.18	15.19
1674.101	15.18	15.19
1674.701	15.18	15.19
1674.9	15.18	15.19
1675.201	15.18	15.19
1675.299	15.18	15.19
1675.401	15.18	15.19
1675.501	15.18	15.19
1675.701	15.18	15.19
1675.801	15.18	15.19
1675.901	15.18	15.19
1676.001	15.18	15.19
1676.203	15.18	15.19
1676.301	15.18	15.19
1676.4	15.18	15.19
1676.502	15.18	15.19
1676.603	15.18	15.19
1676.704	15.18	15.19
1676.803	15.18	15.19
1676.904	15.18	15.19
1677.005	15.18	15.19
1677.103	15.18	15.19
1677.203	15.18	15.19
1677.302	15.18	15.19
1677.403	15.18	15.19
1677.603	15.18	15.19
1677.702	15.18	15.19
1678.103	15.19	15.2
1678.204	15.19	15.2
1678.303	15.19	15.2
1678.404	15.19	15.2
1678.503	15.19	15.2
1678.603	15.19	15.2
1678.703	15.19	15.2
1679.003	15.19	15.2
1679.103	15.19	15.2
1679.203	15.19	15.2
1679.304	15.19	15.2
1679.404	15.19	15.2
1679.504	15.19	15.2
1679.604	15.19	15.2
1679.805	15.19	15.2
1679.901	15.19	15.2
1680.103	15.19	15.2
1680.405	15.19	15.2
1680.505	15.19	15.2
1680.804	15.19	15.2
1681.104	15.19	15.2
1681.204	15.19	15.2
1681.704	15.19	15.2
1681.803	15.19	15.2
1682.705	15.19	15.2
1682.804	15.19	15.2
1682.905	15.19	15.2
1683.206	15.19	15.2
1683.305	15.19	15.2
1683.606	15.19	15.2
1683.906	15.19	15.2
1684.406	15.19	15.2
1684.506	15.19	15.2
1684.605	15.19	15.2
1684.705	15.19	15.2
1684.806	15.19	15.2
1685.006	15.19	15.2
1685.105	15.19	15.2
1685.406	15.19	15.2
1685.506	15.19	15.2
1686.108	15.19	15.2
1686.706	15.19	15.2
1687.007	15.19	15.2
1687.106	15.19	15.2
1687.509	15.19	15.2
1687.607	15.19	15.2
1687.706	15.19	15.2
1687.809	15.19	15.2
1687.908	15.19	15.2
1688.009	15.19	15.2
1688.108	15.19	15.2
1688.309	15.19	15.2
1688.409	15.19	15.2
1688.508	15.19	15.2
1688.707	15.19	15.2
1688.809	15.19	15.2
1689.008	15.19	15.2
1689.107	15.19	15.2
1689.209	15.19	15.2
1689.308	15.19	15.2
1689.408	15.19	15.2
1689.808	15.19	15.2
1689.909	15.19	15.2
1690.008	15.19	15.2
1690.308	15.19	15.2
1690.41	15.19	15.2
1690.908	15.19	15.2
1691.109	15.19	15.2
1691.509	15.19	15.2
1691.709	15.19	15.2
1692.01	15.19	15.2
1693.61	15.19	15.2
1693.811	15.19	15.2
1694.112	15.19	15.2
1695.112	15.19	15.2
1695.41	15.19	15.2
1695.611	15.19	15.2
1695.713	15.19	15.2
1695.811	15.19	15.2
1696.612	15.19	15.2
1696.714	15.19	15.2
1696.813	15.19	15.2
1696.914	15.19	15.2
1697.013	15.19	15.2
1697.213	15.19	15.2
1697.614	15.2	15.21
1697.716	15.2	15.21
1697.816	15.2	15.21
1697.912	15.2	15.21
1698.015	15.2	15.21
1698.116	15.2	15.21
1698.214	15.2	15.21
1698.421	15.2	15.21
1698.514	15.2	15.21
1698.614	15.2	15.21
1698.714	15.2	15.21
1698.915	15.2	15.21
1699.015	15.2	15.21
1699.114	15.2	15.21
1699.313	15.2	15.21
1699.415	15.2	15.21
1699.515	15.2	15.21
1699.614	15.2	15.21
1699.713	15.2	15.21
1699.815	15.2	15.21
1700.014	15.2	15.21
1700.113	15.2	15.21
1700.215	15.2	15.21
1700.315	15.2	15.21
1700.414	15.2	15.21
1700.514	15.2	15.21
1700.616	15.2	15.21
1700.715	15.2	15.21
1700.816	15.2	15.21
1700.915	15.2	15.21
1701.019	15.2	15.21
1701.115	15.2	15.21
1701.216	15.2	15.21
1701.317	15.2	15.21
1701.417	15.2	15.21
1701.516	15.2	15.21
1701.816	15.2	15.21
1702.117	15.2	15.21
1702.616	15.2	15.21
1702.718	15.2	15.21
1702.815	15.2	15.21
1702.918	15.2	15.21
1703.022	15.2	15.21
1703.118	15.2	15.21
1703.225	15.2	15.21
1703.319	15.2	15.21
1703.42	15.2	15.21
1703.518	15.2	15.21
1703.616	15.2	15.21
1703.715	15.2	15.21
1703.82	15.2	15.21
1703.918	15.2	15.21
1704.118	15.2	15.21
1704.219	15.2	15.21
1704.319	15.2	15.21
1704.431	15.2	15.21
1704.517	15.2	15.21
1704.617	15.2	15.21
1704.72	15.2	15.21
1704.817	15.2	15.21
1704.918	15.2	15.21
1705.119	15.2	15.21
1705.218	15.2	15.21
1705.617	15.2	15.21
1705.717	15.2	15.21
1705.815	15.2	15.21
1706.218	15.2	15.21
1706.319	15.2	15.21
1706.918	15.2	15.21
1707.219	15.2	15.21
1707.318	15.2	15.21
1707.422	15.2	15.21
1707.518	15.2	15.21
1707.618	15.2	15.21
1707.718	15.2	15.21
1707.818	15.2	15.21
1708.419	15.2	15.21
1708.52	15.2	15.21
1708.62	15.2	15.21
1708.72	15.2	15.21
1708.819	15.2	15.21
1708.919	15.2	15.21
1709.118	15.2	15.21
1709.219	15.2	15.21
1709.318	15.2	15.21
1709.52	15.2	15.21
1709.62	15.2	15.21
1709.72	15.2	15.21
1710.121	15.2	15.21
1710.22	15.2	15.21
1710.419	15.2	15.21
1710.722	15.2	15.21
1710.821	15.2	15.21
1711.323	15.2	15.21
1711.421	15.2	15.21
1711.523	15.2	15.21
1711.621	15.2	15.21
1711.72	15.2	15.21
1711.822	15.2	15.21
1711.921	15.2	15.21
1712.023	15.2	15.21
1712.322	15.2	15.21
1712.522	15.2	15.21
1712.622	15.2	15.21
1712.722	15.2	15.21
1712.82	15.2	15.21
1712.922	15.2	15.21
1713.123	15.2	15.21
1713.222	15.2	15.21
1713.423	15.2	15.21
1713.523	15.2	15.21
1713.621	15.2	15.21
1713.722	15.2	15.21
1713.822	15.2	15.21
1714.122	15.2	15.21
1714.322	15.2	15.21
1714.426	15.2	15.21
1714.522	15.2	15.21
1714.623	15.19	15.2
1714.722	15.19	15.2
1714.822	15.19	15.2
1714.922	15.19	15.2
1715.022	15.19	15.2
1715.122	15.19	15.2
1715.223	15.19	15.2
1715.323	15.19	15.2
1715.422	15.19	15.2
1715.523	15.19	15.2
1715.723	15.19	15.2
1716.021	15.19	15.2
1716.123	15.19	15.2
1716.221	15.19	15.2
1716.422	15.19	15.2
1716.523	15.19	15.2
1716.623	15.19	15.2
1716.724	15.19	15.2
1716.822	15.19	15.2
1717.223	15.19	15.2
1717.323	15.19	15.2
1717.525	15.19	15.2
1717.623	15.19	15.2
1717.723	15.19	15.2
1717.824	15.2	15.21
1717.924	15.2	15.21
1718.123	15.2	15.21
1718.424	15.2	15.21
1718.524	15.2	15.21
1718.624	15.2	15.21
1718.924	15.2	15.21
1719.024	15.19	15.2
1719.124	15.19	15.2
1719.224	15.19	15.2
1719.326	15.19	15.2
1719.425	15.19	15.2
1719.525	15.19	15.2
1719.626	15.19	15.2
1719.727	15.19	15.2
1719.825	15.19	15.2
1720.323	15.19	15.2
1720.425	15.19	15.2
1720.725	15.19	15.2
1720.924	15.19	15.2
1721.025	15.19	15.2
1721.124	15.19	15.2
1721.224	15.19	15.2
1721.325	15.19	15.2
1721.425	15.19	15.2
1721.526	15.19	15.2
1721.625	15.19	15.2
1721.725	15.19	15.2
1721.925	15.19	15.2
1722.325	15.19	15.2
1722.527	15.19	15.2
1722.627	15.19	15.2
1722.726	15.19	15.2
1722.926	15.19	15.2
1723.227	15.19	15.2
1723.829	15.19	15.2
1723.928	15.19	15.2
1724.026	15.19	15.2
1724.128	15.19	15.2
1724.227	15.19	15.2
1724.327	15.19	15.2
1724.427	15.19	15.2
1724.527	15.19	15.2
1724.626	15.19	15.2
1724.727	15.19	15.2
1724.827	15.19	15.2
1724.926	15.19	15.2
1725.328	15.19	15.2
1725.427	15.19	15.2
1725.527	15.19	15.2
1725.63	15.19	15.2
1725.729	15.19	15.2
1725.825	15.19	15.2
1725.928	15.19	15.2
1726.127	15.19	15.2
1726.228	15.19	15.2
1726.728	15.19	15.2
1726.93	15.19	15.2
1727.029	15.19	15.2
1727.129	15.19	15.2
1727.229	15.19	15.2
1727.329	15.19	15.2
1727.429	15.19	15.2
1727.53	15.19	15.2
1727.63	15.19	15.2
1727.73	15.19	15.2
1727.83	15.19	15.2
1727.928	15.19	15.2
1728.029	15.19	15.2
1728.129	15.19	15.2
1728.229	15.19	15.2
1728.329	15.19	15.2
1728.429	15.19	15.2
1728.534	15.19	15.2
1728.631	15.19	15.2
1728.731	15.19	15.2
1728.83	15.19	15.2
1728.931	15.19	15.2
1729.03	15.19	15.2
1729.129	15.19	15.2
1729.229	15.19	15.2
1729.328	15.19	15.2
1729.429	15.19	15.2
1729.73	15.19	15.2
1730.031	15.19	15.2
1730.43	15.19	15.2
1730.53	15.19	15.2
1730.631	15.19	15.2
1730.731	15.19	15.2
1730.829	15.19	15.2
1730.931	15.19	15.2
1731.031	15.19	15.2
1731.132	15.19	15.2
1731.231	15.19	15.2
1731.331	15.19	15.2
1731.432	15.19	15.2
1731.53	15.19	15.2
1731.63	15.19	15.2
1732.431	15.19	15.2
1733.131	15.19	15.2
1733.231	15.19	15.2
1733.33	15.19	15.2
1733.431	15.19	15.2
1733.831	15.19	15.2
1733.93	15.19	15.2
1734.031	15.19	15.2
1734.131	15.19	15.2
1734.532	15.19	15.2
1734.732	15.19	15.2
1734.832	15.19	15.2
1735.133	15.19	15.2
1735.234	15.2	15.21
1735.331	15.2	15.21
1735.433	15.2	15.21
1735.532	15.2	15.21
1735.633	15.2	15.21
1735.832	15.2	15.21
1736.031	15.2	15.21
1736.332	15.2	15.21
1736.431	15.2	15.21
1736.731	15.2	15.21
1736.833	15.2	15.21
1737.034	15.19	15.2
1737.134	15.19	15.2
1737.232	15.19	15.2
1737.333	15.19	15.2
1737.433	15.19	15.2
1737.533	15.19	15.2
1737.632	15.19	15.2
1737.733	15.19	15.2
1738.133	15.19	15.2
1738.233	15.19	15.2
1738.332	15.19	15.2
1738.734	15.19	15.2
1738.834	15.19	15.2
1738.934	15.19	15.2
1739.234	15.19	15.2
1739.935	15.19	15.2
1740.035	15.19	15.2
1740.134	15.19	15.2
1740.234	15.19	15.2
1740.434	15.19	15.2
1740.834	15.19	15.2
1741.034	15.19	15.2
1741.134	15.19	15.2
1741.236	15.19	15.2
1741.337	15.19	15.2
1741.438	15.2	15.21
1741.537	15.2	15.21
1741.637	15.2	15.21
1741.738	15.2	15.21
1741.837	15.2	15.21
1741.94	15.2	15.21
1742.139	15.2	15.21
1742.537	15.2	15.21
1742.739	15.2	15.21
1743.138	15.2	15.21
1743.438	15.2	15.21
1743.538	15.2	15.21
1743.938	15.2	15.21
1744.036	15.2	15.21
1744.137	15.2	15.21
1744.337	15.2	15.21
1744.539	15.2	15.21
1744.638	15.2	15.21
1744.841	15.21	15.22
1744.938	15.21	15.22
1745.038	15.21	15.22
1745.138	15.21	15.22
1745.237	15.21	15.22
1745.337	15.21	15.22
1745.438	15.21	15.22
1745.538	15.21	15.22
1745.637	15.21	15.22
1745.837	15.21	15.22
1745.937	15.21	15.22
1746.04	15.21	15.22
1746.14	15.21	15.22
1746.238	15.21	15.22
1746.34	15.21	15.22
1746.439	15.21	15.22
1746.539	15.21	15.22
1746.637	15.21	15.22
1746.739	15.21	15.22
1746.841	15.21	15.22
1746.938	15.21	15.22
1747.043	15.21	15.22
1747.142	15.21	15.22
1747.24	15.21	15.22
1747.441	15.21	15.22
1747.54	15.21	15.22
1747.639	15.21	15.22
1747.739	15.21	15.22
1747.841	15.21	15.22
1747.941	15.21	15.22
1748.04	15.21	15.22
1748.137	15.21	15.22
1748.241	15.21	15.22
1748.342	15.21	15.22
1748.443	15.21	15.22
1748.542	15.21	15.22
1748.74	15.21	15.22
1748.842	15.21	15.22
1748.941	15.21	15.22
1749.041	15.21	15.22
1749.14	15.21	15.22
1749.24	15.21	15.22
1749.338	15.21	15.22
1749.439	15.21	15.22
1749.541	15.21	15.22
1749.74	15.21	15.22
1749.842	15.21	15.22
1750.041	15.21	15.22
1750.141	15.21	15.22
1750.34	15.21	15.22
1750.442	15.21	15.22
1750.542	15.21	15.22
1750.94	15.21	15.22
1751.04	15.21	15.22
1751.14	15.21	15.22
1751.239	15.21	15.22
1751.341	15.21	15.22
1751.441	15.21	15.22
1751.543	15.21	15.22
1751.643	15.21	15.22
1751.743	15.21	15.22
1751.841	15.21	15.22
1751.94	15.21	15.22
1752.04	15.21	15.22
1752.142	15.21	15.22
1752.341	15.21	15.22
1752.461	15.21	15.22
1752.543	15.21	15.22
1752.642	15.21	15.22
1752.742	15.21	15.22
1752.843	15.21	15.22
1752.941	15.21	15.22
1753.041	15.21	15.22
1753.241	15.21	15.22
1753.441	15.21	15.22
1753.542	15.21	15.22
1753.641	15.21	15.22
1753.842	15.21	15.22
1753.943	15.21	15.22
1754.043	15.21	15.22
1754.14	15.21	15.22
1754.243	15.21	15.22
1754.344	15.21	15.22
1754.443	15.21	15.22
1754.544	15.21	15.22
1754.644	15.21	15.22
1754.745	15.22	15.23
1754.843	15.22	15.23
1754.943	15.22	15.23
1755.043	15.22	15.23
1755.143	15.22	15.23
1755.246	15.23	15.24
1755.344	15.23	15.24
1755.445	15.23	15.24
1755.545	15.23	15.24
1755.645	15.23	15.24
1755.744	15.23	15.24
1755.846	15.23	15.24
1755.943	15.23	15.24
1756.044	15.23	15.24
1756.143	15.23	15.24
1756.244	15.23	15.24
1756.343	15.23	15.24
1756.442	15.23	15.24
1756.542	15.22	15.23
1756.646	15.22	15.23
1756.845	15.22	15.23
1756.944	15.23	15.24
1757.042	15.23	15.24
1757.144	15.23	15.24
1757.245	15.23	15.24
1757.345	15.23	15.24
1757.445	15.23	15.24
1757.544	15.23	15.24
1757.65	15.23	15.24
1757.744	15.23	15.24
1757.846	15.23	15.24
1757.945	15.23	15.24
1758.043	15.23	15.24
1758.143	15.23	15.24
1758.243	15.23	15.24
1758.345	15.23	15.24
1758.446	15.23	15.24
1758.545	15.23	15.24
1758.644	15.23	15.24
1758.745	15.23	15.24
1759.045	15.23	15.24
1759.144	15.23	15.24
1759.544	15.23	15.24
1759.844	15.23	15.24
1759.946	15.23	15.24
1760.045	15.23	15.24
1760.145	15.23	15.24
1760.244	15.23	15.24
1760.345	15.23	15.24
1760.443	15.23	15.24
1760.544	15.23	15.24
1760.644	15.23	15.24
1760.745	15.23	15.24
1760.844	15.23	15.24
1760.945	15.23	15.24
1761.045	15.23	15.24
1761.145	15.23	15.24
1761.245	15.23	15.24
1761.346	15.23	15.24
1761.546	15.23	15.24
1761.745	15.23	15.24
1761.846	15.23	15.24
1761.945	15.23	15.24
1762.045	15.23	15.24
1762.145	15.23	15.24
1762.245	15.23	15.24
1762.345	15.23	15.24
1762.445	15.23	15.24
1762.545	15.23	15.24
1762.844	15.23	15.24
1762.947	15.23	15.24
1763.145	15.23	15.24
1763.246	15.23	15.24
1763.345	15.24	15.25
1763.446	15.24	15.25
1763.545	15.24	15.25
1763.646	15.24	15.25
1763.947	15.24	15.25
1764.147	15.24	15.25
1764.248	15.24	15.25
1764.345	15.24	15.25
1764.447	15.24	15.25
1764.546	15.24	15.25
1764.648	15.24	15.25
1764.748	15.24	15.25
1764.848	15.24	15.25
1764.948	15.24	15.25
1765.248	15.24	15.25
1765.347	15.24	15.25
1765.447	15.24	15.25
1765.547	15.24	15.25
1765.647	15.24	15.25
1765.748	15.24	15.25
1765.847	15.24	15.25
1765.947	15.24	15.25
1766.047	15.24	15.25
1766.149	15.24	15.25
1766.246	15.24	15.25
1766.348	15.24	15.25
1766.445	15.24	15.25
1766.546	15.24	15.25
1766.648	15.24	15.25
1766.749	15.24	15.25
1766.848	15.24	15.25
1766.948	15.24	15.25
1767.049	15.24	15.25
1767.148	15.24	15.25
1767.246	15.24	15.25
1767.347	15.24	15.25
1767.446	15.24	15.25
1767.549	15.24	15.25
1767.648	15.24	15.25
1767.749	15.24	15.25
1767.849	15.24	15.25
1767.949	15.24	15.25
1768.048	15.24	15.25
1768.247	15.25	15.26
1768.349	15.25	15.26
1768.448	15.25	15.26
1768.548	15.25	15.26
1768.648	15.25	15.26
1768.748	15.25	15.26
1768.949	15.25	15.26
1769.048	15.24	15.25
1769.15	15.24	15.25
1769.248	15.24	15.25
1769.348	15.24	15.25
1769.449	15.24	15.25
1769.548	15.24	15.25
1769.649	15.24	15.25
1769.748	15.24	15.25
1769.85	15.24	15.25
1770.048	15.24	15.25
1770.148	15.24	15.25
1770.249	15.24	15.25
1770.35	15.24	15.25
1770.45	15.24	15.25
1770.551	15.24	15.25
1770.65	15.24	15.25
1770.75	15.24	15.25
1771.051	15.24	15.25
1771.151	15.24	15.25
1771.25	15.24	15.25
1771.348	15.24	15.25
1771.551	15.24	15.25
1771.95	15.24	15.25
1772.151	15.24	15.25
1772.248	15.24	15.25
1772.851	15.24	15.25
1772.952	15.24	15.25
1773.054	15.23	15.24
1773.152	15.23	15.24
1773.251	15.23	15.24
1773.351	15.23	15.24
1773.452	15.23	15.24
1773.552	15.23	15.24
1773.651	15.23	15.24
1773.952	15.23	15.24
1774.151	15.23	15.24
1774.251	15.23	15.24
1774.352	15.23	15.24
1774.652	15.23	15.24
1774.755	15.23	15.24
1774.853	15.23	15.24
1774.952	15.23	15.24
1775.053	15.23	15.24
1775.153	15.23	15.24
1775.253	15.23	15.24
1775.353	15.23	15.24
1775.452	15.23	15.24
1775.552	15.23	15.24
1775.652	15.23	15.24
1776.053	15.23	15.24
1776.154	15.23	15.24
1776.253	15.23	15.24
1776.353	15.23	15.24
1776.453	15.23	15.24
1776.553	15.23	15.24
1776.753	15.23	15.24
1777.053	15.23	15.24
1777.152	15.23	15.24
1777.254	15.23	15.24
1777.354	15.23	15.24
1777.453	15.23	15.24
1777.553	15.23	15.24
1777.653	15.23	15.24
1777.753	15.23	15.24
1777.853	15.23	15.24
1777.954	15.23	15.24
1778.054	15.23	15.24
1778.152	15.23	15.24
1778.352	15.23	15.24
1778.454	15.23	15.24
1778.554	15.23	15.24
1778.654	15.23	15.24
1778.954	15.23	15.24
1779.054	15.23	15.24
1779.153	15.23	15.24
1779.254	15.23	15.24
1779.459	15.23	15.24
1779.555	15.23	15.24
1779.654	15.23	15.24
1779.757	15.23	15.24
1779.856	15.23	15.24
1779.954	15.23	15.24
1780.057	15.23	15.24
1780.154	15.23	15.24
1780.254	15.23	15.24
1780.557	15.23	15.24
1780.658	15.23	15.24
1780.755	15.24	15.25
1780.855	15.24	15.25
1780.957	15.24	15.25
1781.055	15.24	15.25
1781.156	15.24	15.25
1781.256	15.25	15.26
1781.356	15.25	15.26
1781.457	15.25	15.26
1781.555	15.25	15.26
1781.654	15.25	15.26
1781.757	15.25	15.26
1781.857	15.25	15.26
1781.957	15.25	15.26
1782.456	15.25	15.26
1782.558	15.25	15.26
1782.658	15.25	15.26
1782.757	15.25	15.26
1782.857	15.25	15.26
1782.958	15.25	15.26
1783.058	15.25	15.26
1783.157	15.25	15.26
1783.354	15.25	15.26
1783.457	15.25	15.26
1783.657	15.25	15.26
1783.757	15.25	15.26
1783.858	15.25	15.26
1783.958	15.25	15.26
1784.057	15.25	15.26
1784.157	15.25	15.26
1784.258	15.25	15.26
1784.457	15.25	15.26
1784.557	15.25	15.26
1784.657	15.25	15.26
1784.758	15.25	15.26
1784.855	15.25	15.26
1784.957	15.25	15.26
1785.056	15.25	15.26
1785.158	15.25	15.26
1785.357	15.25	15.26
1785.456	15.25	15.26
1786.059	15.25	15.26
1786.16	15.25	15.26
1786.258	15.25	15.26
1786.457	15.25	15.26
1786.557	15.25	15.26
1786.657	15.25	15.26
1786.759	15.25	15.26
1786.856	15.25	15.26
1786.959	15.25	15.26
1787.059	15.25	15.26
1787.159	15.25	15.26
1787.257	15.25	15.26
1787.356	15.25	15.26
1787.458	15.25	15.26
1787.856	15.25	15.26
1788.158	15.25	15.26
1788.258	15.25	15.26
1788.361	15.25	15.26
1788.461	15.25	15.26
1788.559	15.25	15.26
1789.059	15.25	15.26
1789.159	15.25	15.26
1789.36	15.25	15.26
1789.861	15.25	15.26
1789.962	15.25	15.26
1790.26	15.25	15.26
1790.663	15.25	15.26
1790.763	15.25	15.26
1790.86	15.25	15.26
1790.962	15.25	15.26
1791.06	15.25	15.26
1791.16	15.25	15.26
1791.26	15.25	15.26
1791.36	15.25	15.26
1791.459	15.25	15.26
1791.559	15.25	15.26
1791.661	15.25	15.26
1791.961	15.25	15.26
1792.361	15.25	15.26
1792.46	15.25	15.26
1792.561	15.25	15.26
1792.661	15.25	15.26
1792.76	15.25	15.26
1792.858	15.25	15.26
1792.962	15.25	15.26
1793.062	15.25	15.26
1793.161	15.25	15.26
1793.461	15.25	15.26
1793.661	15.25	15.26
1793.76	15.25	15.26
1794.261	15.25	15.26
1794.36	15.25	15.26
1794.759	15.25	15.26
